,valid_loss_d,valid_loss_g,train_loss_d,train_loss_g
77,9.778887033462524e-06,-0.6233839988708496,1.3950436065594354e-07,-1.0687826139231522
78,2.0291656255722046e-05,-0.6684015989303589,-1.3409880921244621e-06,-1.131362686554591
79,1.0321848094463348e-05,-0.5230520367622375,-7.3194193343321485e-06,-1.0922213656206925
80,4.516914486885071e-06,-0.6387439370155334,-4.300964064896107e-06,-1.1392267098029454
81,-9.76957380771637e-06,-0.813056468963623,-1.22428173199296e-06,-1.101501105974118
82,-3.224145621061325e-05,-0.5783491134643555,2.5320332497358322e-06,-1.1321386583149433
83,-6.414949893951416e-06,-0.697280764579773,-4.656030796468258e-06,-1.1381227721770604
84,-7.37607479095459e-07,-0.7065678834915161,4.430476110428572e-06,-1.0748362143834431
85,3.494136035442352e-05,-0.6505157351493835,2.778717316687107e-06,-1.100368905812502
86,-2.296827733516693e-05,-0.5843181014060974,9.520445019006729e-07,-1.0928321083386738
87,1.205597072839737e-05,-0.5051950216293335,8.098490070551634e-06,-1.0738286823034286
88,3.749597817659378e-05,-0.8431892991065979,2.783432137221098e-06,-1.1134408861398697
89,3.415253013372421e-05,-0.6640796661376953,-7.75966327637434e-07,-1.121173628916343
90,3.366731107234955e-06,-0.6099870204925537,-6.753039391090472e-06,-1.0820446945726871
91,-1.3183802366256714e-05,-0.7534270286560059,-9.639518490682045e-06,-1.0846620028217633
92,7.072463631629944e-06,-0.616307258605957,1.3753422535955906e-05,-1.1522676385939121
93,-2.098921686410904e-05,-0.7158992290496826,8.906354196369648e-07,-1.1093421454230945
94,1.0225921869277954e-06,-0.675006628036499,-3.552219520012538e-07,-1.1053411091367404
95,1.5813857316970825e-06,-0.481146901845932,-1.527892891317606e-06,-1.0896550888816516
96,-2.897903323173523e-05,-0.6542027592658997,5.6335702538490295e-06,-1.131951363136371
97,-2.300553023815155e-05,-0.8649680018424988,1.1796752611796062e-07,-1.1426669868330162
98,2.521555870771408e-05,-0.6145308017730713,-6.575952284038067e-06,-1.1206020154058933
99,-4.176981747150421e-06,-0.5595256686210632,6.808472486833732e-06,-1.1109282622734706
